user_id,if_local,gender,checkins_count,photos_count,friends_count
85455634,0,male,9877,116,28
87488414,0,female,1103,11,31
21122081,0,male,2691,1672,87
5908691,0,male,3304,174,37
9591660,0,male,11830,8899,172
3948548,0,male,2352,159,65
19041739,0,female,2156,451,90
11943557,0,male,671,9,59
1815383,0,male,1257,442,44
82823589,0,female,264,10,20
1449901,0,male,1061,182,679
44924775,0,male,3414,185,39
19012796,0,female,4556,17,97
37413514,0,none,771,10,22
37194072,0,female,2291,3,89
1098430,0,male,2302,432,98
30254596,0,male,3657,902,20
41798359,0,male,6491,12667,243
35302859,0,male,11417,1831,580
9462272,0,male,1691,919,97
4549342,0,female,853,17,74
5273722,0,female,2851,33,69
11093949,0,female,1806,205,129
577174,0,male,3171,291,224
6274246,0,male,9644,710,266
1639788,0,female,1602,160,34
88399054,0,female,214,4,49
35351068,0,female,632,20,37
32014826,0,female,1699,491,77
2291537,0,male,508,55,16
83666493,0,male,381,51,6
6737801,0,male,7602,396,187
4032654,0,female,5792,7,225
7571739,0,male,5047,466,90
165279,0,male,3023,301,979
19186776,0,male,1085,8,31
6333366,0,male,11324,429,48
2168223,0,male,1081,35,501
2542648,0,male,2751,37,47
54619513,0,female,7047,3218,33
9676598,0,female,259,1,49
898303,0,male,7569,646,71
8702138,0,female,5200,68,63
7203679,0,female,1021,174,68
2566158,0,male,17229,5044,108
20261062,0,male,5225,8,56
432717,0,male,3733,30,76
8073241,0,male,17269,5837,256
1059098,0,female,1522,456,187
122716718,0,female,542,177,13
31567050,0,male,5743,353,28
16246199,0,male,645,43,104
8479092,0,none,853,6,78
46728881,0,male,562,103,26
30070982,0,male,236,11,22
1575929,0,male,11358,769,103
1247692,0,female,6817,2218,162
28815674,0,female,6073,293,49
19525533,0,male,1102,30,260
3659864,0,female,347,21,122
41035549,0,male,593,93,71
3283316,0,male,5276,701,387
4710215,0,male,1100,21,85
119931724,0,female,1909,26,9
14044519,0,female,600,69,50
2595558,0,male,5975,10,68
4165509,0,male,4177,566,264
29396512,0,male,1157,6,107
25483742,0,male,3152,257,730
30980480,0,female,914,296,43
45330972,0,male,1883,55,96
4651236,0,female,3019,720,74
20240637,0,female,336,91,59
23012728,0,female,840,32,46
2787390,0,male,13967,20,194
43083276,0,female,1904,154,18
81374730,0,female,2795,1973,43
22294436,0,male,2721,98,16
5484338,0,male,3389,104,88
3309828,0,male,6419,223,103
381017,0,male,4479,17,83
66979321,0,female,2643,192,45
568069,0,male,2027,66,215
13183013,0,male,737,9,38
1721599,0,female,3119,609,65
1602352,0,female,5272,120,34
363770,0,male,1777,23,29
40082850,0,male,1068,20,41
89202587,0,male,1757,98,75
50455046,0,female,3350,59,66
1076643,0,female,3823,795,24
19630319,0,female,1592,84,28
59562320,0,male,2221,40,30
54252025,0,female,12871,3864,169
32324041,0,male,647,346,43
8103830,0,female,785,225,68
34424324,0,female,2036,307,8
18006158,0,male,1015,11,84
22755526,0,male,366,67,42
3182294,0,female,4303,21,80
7092565,0,male,3628,1363,48
87211555,0,female,3282,133,21
2425454,0,female,1959,5,94
74646334,0,female,3839,10,20
1732542,0,female,997,181,60
1116738,0,male,470,2,11
9571423,0,male,2402,276,12
2356758,0,male,779,2,3
24623949,0,male,742,377,39
10322085,0,male,3271,208,419
7499671,0,male,4468,19,153
54175523,0,female,817,18,1
8947545,0,male,4205,116,32
54635991,0,male,2753,1,108
20511696,0,male,913,46,17
4293713,0,male,3293,3,108
69422875,0,male,3918,335,267
48544394,0,male,529,1,44
33943751,0,female,1905,184,416
7865788,0,female,1575,51,98
719202,0,male,1723,44,11
8947563,0,female,1223,110,62
17838387,0,male,1016,7,46
7738954,0,female,2436,1199,141
28086869,0,male,1384,235,232
19138840,0,female,797,33,74
2532380,0,male,9013,62,77
53631963,0,male,2063,53,24
9595659,0,male,2405,1696,258
25892539,0,female,2896,101,3
1036274,0,male,4796,62,61
27257869,0,male,374,79,26
5634970,0,male,6938,784,30
4260152,0,male,567,337,120
89501189,0,male,1540,14,11
44947812,0,male,2134,1273,22
88560328,0,female,596,41,53
64582176,0,male,388,142,72
74514912,0,male,586,46,21
27868298,0,male,2186,100,9
63248301,0,male,1092,77,16
53586602,0,male,1655,423,18
5282924,0,male,898,22,71
1745917,0,male,3140,765,107
304936,0,male,1494,56,165
4895819,0,male,7139,244,274
15910180,0,female,8030,29,17
714388,0,male,4542,47,77
21896767,0,female,557,55,176
1257402,0,male,3701,1592,160
2083730,0,female,2276,1,19
11392671,0,female,3258,129,401
26598348,0,female,1489,87,67
26561376,0,female,425,70,33
13905371,0,male,2192,23,6
6818369,0,male,848,16,54
10420846,0,female,1045,86,81
4288423,0,male,2448,46,119
81590599,0,female,532,16,20
895642,0,male,377,11,39
201770,0,male,2954,14,47
5628399,0,female,4711,87,25
245783,0,male,4063,56,95
77192634,0,male,1533,28,22
32282265,0,female,2002,36,93
75661466,0,male,3982,40,40
728214,0,male,6306,1319,24
13085005,0,female,592,93,67
92849561,0,male,1310,180,71
46009753,0,male,810,70,82
58138380,0,female,2347,15,28
49451223,0,female,362,15,9
22491186,0,male,2410,377,193
18022711,0,male,16685,857,66
